Year;Attribut; Value ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 22 101 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 22 966 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 23 840 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 24 679 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 25 443 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 26 151 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 26 809 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 27 432 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 28 011 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 28 585 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 29 146 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 29 700 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 30 193 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 30 634 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 31 035 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 31 429 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 31 823 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 32 215 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 32 611 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 33 045 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 33 513 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 34 046 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 34 608 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 35 262 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 36 004 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 36 795 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 427 674 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 428 607 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 429 289 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 429 686 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 430 485 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 431 141 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 431 405 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 431 076 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 430 690 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 430 566 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 431 407 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 432 720 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 434 098 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 435 826 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 438 208 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 440 908 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 444 398 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 448 260 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 452 205 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 456 171 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 459 876 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 463 126 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 466 139 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 469 156 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 472 080 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 474 865 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 477 300 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 479 626 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 314 391 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 316 708 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 318 758 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 320 348 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 321 777 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 323 067 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 323 778 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 323 804 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 323 314 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 323 100 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 323 121 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 323 450 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 323 437 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 323 746 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 324 232 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 325 018 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 326 276 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 327 490 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 328 850 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 330 499 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 332 694 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 335 331 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 338 122 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 341 032 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 343 850 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 346 813 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 349 655 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 352 501 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 333 893 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 345 422 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 357 700 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 370 442 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 383 092 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 396 130 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 409 644 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 423 469 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 436 948 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 450 469 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 464 405 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 478 681 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 493 192 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 508 360 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 523 618 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 549 286 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 586 819 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 607 663 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 615 992 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 629 844 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 643 254 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 643 507 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 615 169 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 583 390 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 564 419 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 554 078 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 562 401 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 579 464 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 527 249 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 540 703 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 554 147 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 567 239 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 580 684 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 593 736 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 606 853 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 620 920 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 635 127 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 650 265 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 664 776 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 678 634 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 692 158 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 706 288 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 720 914 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 735 794 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 750 985 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 766 463 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 781 829 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 797 080 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 811 350 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 825 103 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 837 756 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 849 936 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 861 638 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 872 445 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 883 217 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 892 717 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 105 589 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 107 257 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 108 754 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 109 953 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 111 201 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 112 673 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 114 236 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 115 774 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 117 557 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 119 504 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 121 904 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 124 805 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 127 875 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 131 240 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 134 795 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 138 543 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 142 535 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 146 357 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 150 284 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 154 549 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 159 171 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 163 946 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 168 679 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 173 517 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 178 446 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 183 632 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 188 952 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 194 364 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 676 807 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 697 696 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 718 954 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 740 590 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 761 916 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 783 940 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 806 571 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 829 229 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 852 129 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 875 274 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 897 924 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 922 072 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 945 871 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 968 720 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 992 118 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 1 016 366 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 1 040 384 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 1 064 323 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 1 088 138 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 1 114 754 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 1 145 091 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 1 178 744 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 1 214 220 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 1 251 832 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 1 291 996 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 1 334 581 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 1 379 868 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 1 426 634 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 1 527 226 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 1 573 828 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 1 617 064 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 1 659 601 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 1 700 093 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 1 737 968 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 1 774 308 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 1 811 219 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 1 846 007 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 1 881 524 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 1 917 710 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 1 957 017 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 1 996 250 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 2 037 452 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 2 081 573 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 2 123 547 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 2 165 601 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 2 206 163 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 2 247 555 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 2 288 942 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 2 328 919 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 2 371 811 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 2 413 713 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 2 460 415 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 2 505 986 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 2 543 817 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 2 583 555 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 2 620 624 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 19 012 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 19 497 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 19 917 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 20 311 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 20 659 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 21 005 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 21 313 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 21 527 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 21 703 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 21 831 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 22 023 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 22 289 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 22 538 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 22 844 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 23 219 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 23 691 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 24 251 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 24 860 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 25 519 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 26 214 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 26 955 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 27 722 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 28 480 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 29 231 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 29 982 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 30 772 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 31 561 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 32 388 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 84 591 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 87 849 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 91 166 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 94 596 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 98 142 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 101 877 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 105 611 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 109 581 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 113 605 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 117 688 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 121 903 ;;;;;;;;;
